,Unnamed: 0,composition,mp-id,target
1424,1424,ZnSb,mp-753.cif,1.723142857142857
1425,1425,HC2Cl3,,1.5325000000000002
1426,1426,Sr0.3La0.7Mn1O3,,2.20375
1429,1429,H19C9,,1.513
1430,1430,H23C11,,1.513
1434,1434,U8S,,1.544
1436,1436,PS2O,,1.6039333333333332
1437,1437,POF,,1.76
1438,1438,BaFe12O19,mp-554293.cif,2.98
1440,1440,Zn2O,,2.0
1442,1442,BCNO,,1.69
1443,1443,GdOF,mp-754349.cif,1.8
1444,1444,Bi2Mo2.66W0.34O12,,4.0
1445,1445,LiCCl,,1.3348
1446,1446,ZrTiO4,mp-753891.cif,2.31
1447,1447,Ba1Ca1Yb0.2Er0.02Lu1.78F10,,2.08
1448,1448,PHO,,4.0
1449,1449,Zn2SnO4,mp-1103830.cif,2.0
1450,1450,ZnP,mp-971863.cif,3.5
1451,1451,PH2,,3.5
1452,1452,Ba5Gd8Zn4O21,mp-16538.cif,1.95
1453,1453,Bi2S3,mp-22856.cif,4.0
1455,1455,Cd6P7,,3.8
1456,1456,Zn1Se0.79S0.21,,2.4
1458,1458,SN,mp-1173453.cif,8.0
1460,1460,SnSbI3,,4.5
1461,1461,VP16,,3.0
1463,1463,H3C2,,2.0
1464,1464,H32C19O7,,5.0
1465,1465,H36C21O8,,6.0
1473,1473,AlCuO2,mp-3748.cif,2.32
1474,1474,InCuO2,mp-549158.cif,2.1
1479,1479,KCSN,mp-601401.cif,1.4761333333333333
1480,1480,VMoP,,5.5
1483,1483,Si0.08Sn0.14Ge0.78,,4.3202
1484,1484,MgSO4,mp-7572.cif,3.5
1485,1485,Ag2MoO4,mp-19318.cif,2.223
1486,1486,EuI3,,1.5633333333333332
1487,1487,SnI4,mp-23182.cif,2.1666666666666665
1491,1491,H104C59SO17,,8.0
1492,1492,Ba2B5Pb6BrO15,,2.0
1493,1493,BiBrO,mp-23072.cif,2.0
1495,1495,Bi2Se3,mp-1182583.cif,2.0
1496,1496,BF4,,1.415
1497,1497,PHS,,1.243
1498,1498,ZnSe17S2,,5.0
1500,1500,Zr0.75Ti1Sn0.25O4,,6.0
1501,1501,SnPdS,,1.69
1503,1503,LaGaO3,mp-3336.cif,1.95
1504,1504,Ge3N4,87767.cif,2.2333333333333334
1505,1505,CF3,,1.392
1506,1506,ZnCO,,1.5
1507,1507,KTaO3,mp-3614.cif,2.075
1508,1508,SiAuO2,,1.6
1509,1509,BaBiSe2ClO6,,4.0
1512,1512,HfS2,mp-985829.cif,3.0
1514,1514,BaTi2O5,157775.cif,2.175
1515,1515,ZnB,,1.517
1516,1516,NdZnB,,1.524
1517,1517,CaB,,1.519
1518,1518,CaNdB,,1.527
1519,1519,Al0.138In0.53Ga0.332As1,,3.44
1522,1522,CF2,mp-559432.cif,1.43
1524,1524,Mg0.5Zn0.07Cd0.43Te1,,2.61
1525,1525,Ag2S,mp-32791.cif,1.7795
1526,1526,Ge12.5Sb25Se62.5,,2.2175
1527,1527,Ge28.1Sb6.3Se65.6,,1.55
1528,1528,ZnI2,mp-27161.cif,1.5550000000000002
1529,1529,Al95Ga5As,,2.98
1533,1533,HfSiO4,59111.cif,2.2
1534,1534,FePO4,mp-776288.cif,1.7
1536,1536,SiCN,mp-8003.cif,2.2750000000000004
1537,1537,PWO,,1.45
1538,1538,La4Ti9O24,mp-560383.cif,2.231
1539,1539,NdGaO3,mp-9834.cif,4.6
1540,1540,C4IOF,,1.0015
1542,1542,LiY5P2O13,,2.22
1544,1544,KYW,,2.0
1545,1545,Al0.085Ga0.915As1,,4.0
1547,1547,AlSiN,,1.9
1549,1549,La2Mo2O9,mp-705680.cif,2.48
1550,1550,SF2,,1.65
1551,1551,BaY2ZnO5,mp-6121.cif,2.1766
1553,1553,ReO3,mp-755021.cif,1.68
1554,1554,NaEuF4,mp-1221406.cif,2.75
1555,1555,Al2SiO5,mp-1183015.cif,1.477
1556,1556,LaYZr2O7,,2.07
1557,1557,Al0.47Ga0.53N1,,2.5
1558,1558,Al0.6Ga0.4N1,,2.2
1559,1559,SnGe,mp-995181.cif,4.4
1560,1560,Mg2Nb(AgO2)3,,3.27
1561,1561,Mg2Ta(AgO2)3,,3.39
1563,1563,HfSiO,,1.82
1564,1564,Zn0.95Ni0.05O1,,2.25
1565,1565,Ge5As2Se13,,2.472
1567,1567,H2S,mp-697135.cif,1.02
1568,1568,VCO,,1.89
1569,1569,MnZnO,,1.8
1570,1570,Ba0.9Sr0.1Ti1O3,,2.02
1572,1572,Li1Fe0.995Ni0.005P1O4,,1.52
1574,1574,LaCoO3,mp-1273989.cif,3.04
1575,1575,LaFeO3,mp-552676.cif,2.44
1576,1576,ErI3,mp-866003.cif,2.5
1577,1577,Ca(CdP)2,mp-9570.cif,2.81
1579,1579,PO2,mp-1238819.cif,1.933333333333333
1580,1580,Ba0.773Ca0.227Ti1O3,,2.483
1581,1581,VBTe,,1.00138
1586,1586,CoS,mp-1147746.cif,2.5
1589,1589,Sr(NO3)2,mp-4157.cif,1.33
1590,1590,CoCl2,mp-23240.cif,3.525
1593,1593,CuBiS2,mp-22982.cif,3.29
1594,1594,GaS,40824.cif,1.644
1595,1595,Ba3AlAs3,mp-1192376.cif,1.86
1596,1596,CsSbO3,mp-1185561.cif,3.5
1599,1599,Cs2SnBr6,mp-641923.cif,1.263
1601,1601,V2BC,,2.1
1602,1602,Ta2BC,,1.2
1604,1604,InGaAsP,,3.36
1605,1605,InAgSe2,mp-1007685.cif,3.1934285714285715
1606,1606,InAgTe2,mp-1223782.cif,3.3676666666666666
1607,1607,InCuSnSe4,mp-1224129.cif,3.5803333333333334
1611,1611,InAgGeSe4,mp-1223893.cif,2.970333333333334
1620,1620,Sn0.12Te1Pb0.94,,5.1455
1622,1622,Sn0.12Pb0.88Se1,,4.8415
1624,1624,Al0.4Ga0.6As1,,2.995
1626,1626,Cd1Ge1As0.8P1.2,,3.2345
1627,1627,CdP2Se,,2.9621250000000003
1630,1630,Sc2SiO5,mp-1209079.cif,1.82
1631,1631,As3Se7,,2.396
1633,1633,SnAs15Se34,,2.444
1634,1634,Sn3As30Se67,,2.488
1637,1637,Mn0.75Zn0.25S1,,2.01
1638,1638,ZnCr2O4,mvc-9986.cif,1.95
1641,1641,In0.093Ga0.906As0.968N0.031,,3.11
1643,1643,In0.25Ga0.75As0.906N0.093,,3.13
1644,1644,SrWO4,mp-19163.cif,1.8615
1645,1645,Sn0.12Te1Pb0.88,,4.7825
1649,1649,YbY1010,,2.005
1650,1650,YbNd1010,,2.1
1651,1651,Cr0.5In1.5O3,,5.563000000000001
1652,1652,La3Ga5SiO14,mp-1223148.cif,1.9
1653,1653,SiH36(C4O)4,,1.41
1655,1655,GeSO,,1.8
1657,1657,In0.67Ga0.33As0.7P0.3,,3.364
1658,1658,InBO3,mp-7027.cif,1.8269
1661,1661,AlInP,,1.5809999999999995
1663,1663,Zn0.08Cd0.92Se0.3S0.7,,2.57
1664,1664,Ni0.5As1.5S3,,6.42
1665,1665,Bi3Te7Se40,,6.72
1666,1666,In0.08Ga0.92As1,,4.063
1667,1667,Ba0.7Sr0.3Ti1O3,,2.12
1672,1672,CaBTe30,,1.73
1673,1673,CaBTe50,,1.84
1675,1675,CuSiO2,,2.0
1676,1676,Li2B3O4F3,mp-1196457.cif,1.39925
1678,1678,LiB6O9F,mp-558105.cif,1.5043333333333333
1680,1680,InGaN,,2.82
1681,1681,CuSe,mp-580226.cif,5.2
1682,1682,Cu3SbSe4,mp-9814.cif,7.5
1685,1685,NbCuO3,mp-17272.cif,3.1
1686,1686,Nb3CuO8,mp-27383.cif,2.15
1688,1688,Ti2B5,,2.25
1689,1689,Ti4B5,,2.17
1691,1691,Ti8B5,,2.16
1694,1694,LaMnPO,,3.6961538461538455
1696,1696,As20S3,,2.415
1697,1697,CsCaBr3,mp-30056.cif,1.64
1699,1699,In1O1.5,,2.08
1700,1700,Al0.343In0.031Ga0.625N1,,2.052
1701,1701,Al0.468In0.031Ga0.5N1,,2.021
1702,1702,EuF3,mp-19908.cif,1.59
1703,1703,MnCdTe,mp-1232389.cif,2.5
1705,1705,Er1O1.5,,1.6833333333333336
1706,1706,Al42Ga58As,,3.343
1712,1712,AcN2,,2.0
1713,1713,AcN3,,2.0
1715,1715,CoMo,mp-1226002.cif,1.481
1716,1716,NiMo,,1.482
1719,1719,As9S11,,2.3775
1720,1720,As21S29,,2.44625
1722,1722,As8S17,,2.318625
1723,1723,As7S18,,2.320625
1724,1724,Bi3As19S28,,2.4228750000000003
1726,1726,GeAsS3,,2.15325
1727,1727,Ge31(Bi2S21)3,,2.073875
1728,1728,Ge33S67,,2.0566250000000004
1729,1729,Si1N0.35,,4.5
1730,1730,Si1N0.78,,5.0
1733,1733,B2Sb2TeO8,,1.8
1734,1734,In2Se3,mp-1017565.cif,3.2
1735,1735,Ac2ZnO2,,3.0
